"","share_issue","share","issue","lobbyist"
"Y0000035007L","1-TRD",1,"TRD","Y0000035007L"
"Y0000035008L","0.61986301369863-COM",0.61986301369863,"COM","Y0000035008L"
"Y0000035009L","1-VET",1,"VET","Y0000035009L"
"Y0000035011L","0.181818181818182-MAN",0.181818181818182,"MAN","Y0000035011L"
"Y0000035021L","1-HCR",1,"HCR","Y0000035021L"
"Y0000035024L","0.81438127090301-ENG",0.81438127090301,"ENG","Y0000035024L"
"Y0000035028L","0.71875-DEF",0.71875,"DEF","Y0000035028L"
"Y0000035032L","0.503432494279176-MED",0.503432494279176,"MED","Y0000035032L"
"Y0000035035L","0.343672112988092-BUD",0.343672112988092,"BUD","Y0000035035L"
"Y0000035069L","0.2-TAX",0.2,"TAX","Y0000035069L"
"Y0000035070L","0.126227900506009-TAX",0.126227900506009,"TAX","Y0000035070L"
"Y0000035075L","0.333333333333333-VET",0.333333333333333,"VET","Y0000035075L"
"Y0000035081L","0.428468208092486-TAX",0.428468208092486,"TAX","Y0000035081L"
"Y0000035083L","0.2-TRA",0.2,"TRA","Y0000035083L"
"Y0000035085L","0.0981731233933642-TAX",0.0981731233933642,"TAX","Y0000035085L"
"Y0000035090L","0.102185840342212-HCR",0.102185840342212,"HCR","Y0000035090L"
"Y0000035091L","0.106833856898305-TAX",0.106833856898305,"TAX","Y0000035091L"
"Y0000035092L","0.132808199714344-MMM",0.132808199714344,"MMM","Y0000035092L"
"Y0000035099L","0.241142950112595-AUT",0.241142950112595,"AUT","Y0000035099L"
"Y0000035108L","0.194446605811666-VET",0.194446605811666,"VET","Y0000035108L"
"Y0000035109L","0.246216667230117-HCR",0.246216667230117,"HCR","Y0000035109L"
"Y0000035110L","0.58379746835443-TAX",0.58379746835443,"TAX","Y0000035110L"
"Y0000035112L","0.439393939393939-BUD",0.439393939393939,"BUD","Y0000035112L"
"Y0000035117L","0.499921073401736-BUD",0.499921073401736,"BUD","Y0000035117L"
"Y0000035119L","0.0769230769230769-WAS",0.0769230769230769,"WAS","Y0000035119L"
"Y0000035120L","0.209024635495224-FIN",0.209024635495224,"FIN","Y0000035120L"
"Y0000035136L","0.222131147540984-TAX",0.222131147540984,"TAX","Y0000035136L"
"Y0000035141L","0.164944780904881-TAX",0.164944780904881,"TAX","Y0000035141L"
"Y0000035143L","0.4-DEF",0.4,"DEF","Y0000035143L"
"Y0000035149L","1-WEL",1,"WEL","Y0000035149L"
"Y0000035152L","1-ECN",1,"ECN","Y0000035152L"
"Y0000035157L","0.116901316798827-TRD",0.116901316798827,"TRD","Y0000035157L"
"Y0000035159L","0.25-LBR",0.25,"LBR","Y0000035159L"
"Y0000035166L","0.33203125-MMM",0.33203125,"MMM","Y0000035166L"
"Y0000035167L","0.5-TRA",0.5,"TRA","Y0000035167L"
"Y0000035168L","0.333333333333333-FOO",0.333333333333333,"FOO","Y0000035168L"
"Y0000035175L","0.191746416866809-HCR",0.191746416866809,"HCR","Y0000035175L"
"Y0000035181L","0.678571428571429-TRA",0.678571428571429,"TRA","Y0000035181L"
"Y0000035183L","0.0769230769230769-TRA",0.0769230769230769,"TRA","Y0000035183L"
"Y0000035185L","0.10364956631242-TRD",0.10364956631242,"TRD","Y0000035185L"
"Y0000035191L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000035191L"
"Y0000035192L","0.0545884888311236-WEL",0.0545884888311236,"WEL","Y0000035192L"
"Y0000035203L","0.718487394957983-ENG",0.718487394957983,"ENG","Y0000035203L"
"Y0000035206L","0.466666666666667-LBR",0.466666666666667,"LBR","Y0000035206L"
"Y0000035209L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000035209L"
"Y0000035210L","1-HCR",1,"HCR","Y0000035210L"
"Y0000035217L","1-CIV",1,"CIV","Y0000035217L"
"Y0000035219L","0.328676831820084-MMM",0.328676831820084,"MMM","Y0000035219L"
"Y0000035220L","0.785714285714286-IMM",0.785714285714286,"IMM","Y0000035220L"
"Y0000035225L","1-HCR",1,"HCR","Y0000035225L"
"Y0000035227L","1-CAW",1,"CAW","Y0000035227L"
"Y0000035235L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000035235L"
"Y0000035240L","0.135356430520416-TRD",0.135356430520416,"TRD","Y0000035240L"
"Y0000035248L","0.5-DEF",0.5,"DEF","Y0000035248L"
"Y0000035249L","0.337135614702155-MMM",0.337135614702155,"MMM","Y0000035249L"
"Y0000035264L","0.0934977465066194-UTI",0.0934977465066194,"UTI","Y0000035264L"
"Y0000035271L","0.5-SCI",0.5,"SCI","Y0000035271L"
"Y0000035283L","0.2-PHA",0.2,"PHA","Y0000035283L"
"Y0000035288L","0.285818713450292-SCI",0.285818713450292,"SCI","Y0000035288L"
"Y0000035290L","NaN-WEL",NA,"WEL","Y0000035290L"
"Y0000035294L","1-INS",1,"INS","Y0000035294L"
"Y0000035305L","0.125-UTI",0.125,"UTI","Y0000035305L"
"Y0000035308L","0.604166666666667-HCR",0.604166666666667,"HCR","Y0000035308L"
"Y0000035315L","0.198529411764706-ADV",0.198529411764706,"ADV","Y0000035315L"
"Y0000035316L","0.587075458305277-TAX",0.587075458305277,"TAX","Y0000035316L"
"Y0000035318L","0.882352941176471-COM",0.882352941176471,"COM","Y0000035318L"
"Y0000035319L","0.127377220480669-TAX",0.127377220480669,"TAX","Y0000035319L"
"Y0000035321L","0.0946263643996642-TRA",0.0946263643996642,"TRA","Y0000035321L"
"Y0000035323L","1-BUD",1,"BUD","Y0000035323L"
"Y0000035325L","0.333333333333333-FIN",0.333333333333333,"FIN","Y0000035325L"
"Y0000035327L","0.156698290480774-TAX",0.156698290480774,"TAX","Y0000035327L"
"Y0000035328L","0.500378644452859-BUD",0.500378644452859,"BUD","Y0000035328L"
"Y0000035330L","0.354067385670094-FIN",0.354067385670094,"FIN","Y0000035330L"
"Y0000035331L","0.102027575020276-UTI",0.102027575020276,"UTI","Y0000035331L"
"Y0000035334L","0.149704868019631-TRD",0.149704868019631,"TRD","Y0000035334L"
"Y0000035339L","0.554821745245521-TEC",0.554821745245521,"TEC","Y0000035339L"
"Y0000035340L","0.418211481594779-NAT",0.418211481594779,"NAT","Y0000035340L"
"Y0000035341L","0.524845035688643-TAX",0.524845035688643,"TAX","Y0000035341L"
"Y0000035343L","0.462546816479401-FIN",0.462546816479401,"FIN","Y0000035343L"
"Y0000035347L","0.195867583320879-TAX",0.195867583320879,"TAX","Y0000035347L"
"Y0000035355L","NaN-WEL",NA,"WEL","Y0000035355L"
"Y0000035364L","0.333333333333333-ENV",0.333333333333333,"ENV","Y0000035364L"
"Y0000035365L","1-HCR",1,"HCR","Y0000035365L"
"Y0000035367L","0.0625-TRD",0.0625,"TRD","Y0000035367L"
"Y0000035388L","0.538461538461538-CAW",0.538461538461538,"CAW","Y0000035388L"
"Y0000035394L","1-EDU",1,"EDU","Y0000035394L"
"Y0000035396L","0.181413210445468-BUD",0.181413210445468,"BUD","Y0000035396L"
"Y0000035396M","0.2-VET",0.2,"VET","Y0000035396M"
"Y0000035404L","NaN-WEL",NA,"WEL","Y0000035404L"
"Y0000035408L","0.714215445154944-IND",0.714215445154944,"IND","Y0000035408L"
"Y0000035412L","0.25-TEC",0.25,"TEC","Y0000035412L"
"Y0000035413L","0.315006439774873-ENG",0.315006439774873,"ENG","Y0000035413L"
"Y0000035416L","1-TRD",1,"TRD","Y0000035416L"
"Y0000035425L","0.111111111111111-TAX",0.111111111111111,"TAX","Y0000035425L"
"Y0000035426L","0.484459245163337-BUD",0.484459245163337,"BUD","Y0000035426L"
"Y0000035435L","0.183256918560544-HCR",0.183256918560544,"HCR","Y0000035435L"
"Y0000035439L","0.19067405355494-BUD",0.19067405355494,"BUD","Y0000035439L"
"Y0000035443L","0.71244027496793-CAW",0.71244027496793,"CAW","Y0000035443L"
"Y0000035448L","0.211864406779661-ENV",0.211864406779661,"ENV","Y0000035448L"
"Y0000035449L","0.152465437788018-TRU",0.152465437788018,"TRU","Y0000035449L"
"Y0000035452L","0.333333333333333-TRD",0.333333333333333,"TRD","Y0000035452L"
"Y0000035460L","0.0625-TRA",0.0625,"TRA","Y0000035460L"
"Y0000035461L","1-TRA",1,"TRA","Y0000035461L"
"Y0000035472L","1-CHM",1,"CHM","Y0000035472L"
"Y0000035476L","0.229651616934854-MMM",0.229651616934854,"MMM","Y0000035476L"
"Y0000035477L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000035477L"
"Y0000035479L","0.5753367003367-TAX",0.5753367003367,"TAX","Y0000035479L"
"Y0000035482L","0.766129032258065-DEF",0.766129032258065,"DEF","Y0000035482L"
"Y0000035492L","0.117451446136649-TEC",0.117451446136649,"TEC","Y0000035492L"
"Y0000035499L","0.5-TRD",0.5,"TRD","Y0000035499L"
"Y0000035500L","NaN-WEL",NA,"WEL","Y0000035500L"
"Y0000035503L","0.666666666666667-GAM",0.666666666666667,"GAM","Y0000035503L"
"Y0000035506L","0.352675213384086-LBR",0.352675213384086,"LBR","Y0000035506L"
"Y0000035512L","1-HCR",1,"HCR","Y0000035512L"
"Y0000035513L","0.0594232134011029-TRD",0.0594232134011029,"TRD","Y0000035513L"
"Y0000035514L","0.345524638517626-TAX",0.345524638517626,"TAX","Y0000035514L"
"Y0000035514M","0.0909090909090909-TRU",0.0909090909090909,"TRU","Y0000035514M"
"Y0000035520L","0.349315068493151-BAN",0.349315068493151,"BAN","Y0000035520L"
"Y0000035524L","0.25-MMM",0.25,"MMM","Y0000035524L"
"Y0000035529L","0.431159420289855-MMM",0.431159420289855,"MMM","Y0000035529L"
"Y0000035538L","0.0892327875224722-TRD",0.0892327875224722,"TRD","Y0000035538L"
"Y0000035539L","0.264454246226505-BUD",0.264454246226505,"BUD","Y0000035539L"
"Y0000035541L","0.547619047619048-GOV",0.547619047619048,"GOV","Y0000035541L"
"Y0000035542L","0.5-MMM",0.5,"MMM","Y0000035542L"
"Y0000035543L","0.250262799927806-TRD",0.250262799927806,"TRD","Y0000035543L"
"Y0000035545L","1-HCR",1,"HCR","Y0000035545L"
"Y0000035546L","0.0599651200519143-TRA",0.0599651200519143,"TRA","Y0000035546L"
"Y0000035548L","1-SMB",1,"SMB","Y0000035548L"
"Y0000035566L","0.935483870967742-CPT",0.935483870967742,"CPT","Y0000035566L"
"Y0000035568L","1-MMM",1,"MMM","Y0000035568L"
"Y0000035570L","0.0709756473273677-TRF",0.0709756473273677,"TRF","Y0000035570L"
"Y0000035576L","1-FIN",1,"FIN","Y0000035576L"
"Y0000035578L","0.0955149268402281-TRD",0.0955149268402281,"TRD","Y0000035578L"
"Y0000035584L","0.283333333333333-FAM",0.283333333333333,"FAM","Y0000035584L"
"Y0000035589L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000035589L"
"Y0000035597L","0.157407407407407-TAX",0.157407407407407,"TAX","Y0000035597L"
"Y0000035601L","0.0807251001425759-TRD",0.0807251001425759,"TRD","Y0000035601L"
"Y0000035606L","0.194426568713991-TAX",0.194426568713991,"TAX","Y0000035606L"
"Y0000035607L","0.390625-BUD",0.390625,"BUD","Y0000035607L"
"Y0000035609L","0.161224489795918-TAX",0.161224489795918,"TAX","Y0000035609L"
"Y0000035615L","0.134614589054467-TAX",0.134614589054467,"TAX","Y0000035615L"
"Y0000035617L","1-AUT",1,"AUT","Y0000035617L"
"Y0000035620L","1-EDU",1,"EDU","Y0000035620L"
"Y0000035621L","0.533126151365309-BAN",0.533126151365309,"BAN","Y0000035621L"
"Y0000035624L","0.412406015037594-BUD",0.412406015037594,"BUD","Y0000035624L"
"Y0000035625L","0.258695652173913-TRA",0.258695652173913,"TRA","Y0000035625L"
"Y0000035627L","0.426079311181179-TAX",0.426079311181179,"TAX","Y0000035627L"
"Y0000035631L","0.628818737270876-BUD",0.628818737270876,"BUD","Y0000035631L"
"Y0000035640L","0.111111111111111-TAX",0.111111111111111,"TAX","Y0000035640L"
"Y0000035642L","0.5-WAS",0.5,"WAS","Y0000035642L"
"Y0000035650L","0.166666666666667-TAX",0.166666666666667,"TAX","Y0000035650L"
"Y0000035654L","0.0966698069406895-TOR",0.0966698069406895,"TOR","Y0000035654L"
"Y0000035655L","0.0818587856369996-WAS",0.0818587856369996,"WAS","Y0000035655L"
"Y0000035663L","NaN-WEL",NA,"WEL","Y0000035663L"
"Y0000035669L","1-DEF",1,"DEF","Y0000035669L"
"Y0000035670L","0.276053728578045-EDU",0.276053728578045,"EDU","Y0000035670L"
"Y0000035673L","0.149338529426561-RET",0.149338529426561,"RET","Y0000035673L"
"Y0000035691L","0.25-TEC",0.25,"TEC","Y0000035691L"
"Y0000035692L","0.727459860024702-HCR",0.727459860024702,"HCR","Y0000035692L"
"Y0000035693L","0.0542353419081863-TRD",0.0542353419081863,"TRD","Y0000035693L"
"Y0000035694L","0.133183575172525-TAX",0.133183575172525,"TAX","Y0000035694L"
"Y0000035697L","0.162361009735089-IMM",0.162361009735089,"IMM","Y0000035697L"
"Y0000035702L","0.5-ENG",0.5,"ENG","Y0000035702L"
"Y0000035705L","0.818181818181818-CPT",0.818181818181818,"CPT","Y0000035705L"
"Y0000035707L","0.0586883194312823-TRA",0.0586883194312823,"TRA","Y0000035707L"
"Y0000035712L","0.517716789073573-AGR",0.517716789073573,"AGR","Y0000035712L"
"Y0000035720L","0.918918918918919-FOO",0.918918918918919,"FOO","Y0000035720L"
"Y0000035726L","0.108994623600821-TEC",0.108994623600821,"TEC","Y0000035726L"
"Y0000035727L","0.0973392461197339-TRF",0.0973392461197339,"TRF","Y0000035727L"
"Y0000035733L","0.404761904761905-BUD",0.404761904761905,"BUD","Y0000035733L"
"Y0000035738L","0.333333333333333-TRA",0.333333333333333,"TRA","Y0000035738L"
"Y0000035740L","1-FOO",1,"FOO","Y0000035740L"
"Y0000035741L","NaN-WEL",NA,"WEL","Y0000035741L"
"Y0000035746L","0.637319122164243-TEC",0.637319122164243,"TEC","Y0000035746L"
"Y0000035747L","1-SMB",1,"SMB","Y0000035747L"
"Y0000035752L","0.333333333333333-TAX",0.333333333333333,"TAX","Y0000035752L"
"Y0000035753L","0.187096774193548-INS",0.187096774193548,"INS","Y0000035753L"
"Y0000035754L","0.139029553730206-TAX",0.139029553730206,"TAX","Y0000035754L"
"Y0000035757L","0.912488106205229-HOU",0.912488106205229,"HOU","Y0000035757L"
"Y0000035760L","0.607843137254902-SCI",0.607843137254902,"SCI","Y0000035760L"
"Y0000035765L","0.397989575577066-RET",0.397989575577066,"RET","Y0000035765L"
"Y0000035766L","0.285714285714286-TRA",0.285714285714286,"TRA","Y0000035766L"
"Y0000035775L","1-TRD",1,"TRD","Y0000035775L"
"Y0000035778L","1-FIN",1,"FIN","Y0000035778L"
"Y0000035783L","1-HOM",1,"HOM","Y0000035783L"
"Y0000035790L","NaN-WEL",NA,"WEL","Y0000035790L"
"Y0000035791L","0.0476190476190476-TRF",0.0476190476190476,"TRF","Y0000035791L"
"Y0000035797L","0.180409356725146-TRA",0.180409356725146,"TRA","Y0000035797L"
"Y0000035802L","0.219191919191919-MMM",0.219191919191919,"MMM","Y0000035802L"
"Y0000035807L","0.113908223820768-TRD",0.113908223820768,"TRD","Y0000035807L"
"Y0000035809L","1-BUD",1,"BUD","Y0000035809L"
"Y0000035819L","0.375-TAX",0.375,"TAX","Y0000035819L"
"Y0000035829L","0.0883956345959308-TOU",0.0883956345959308,"TOU","Y0000035829L"
"Y0000035836L","0.119533179021706-TAX",0.119533179021706,"TAX","Y0000035836L"
"Y0000035840L","0.164706834390871-IMM",0.164706834390871,"IMM","Y0000035840L"
"Y0000035853L","0.854367518131244-HCR",0.854367518131244,"HCR","Y0000035853L"
"Y0000035857L","0.3-BUD",0.3,"BUD","Y0000035857L"
"Y0000035859L","0.242610320207389-ENG",0.242610320207389,"ENG","Y0000035859L"
"Y0000035864L","0.182972386948457-LBR",0.182972386948457,"LBR","Y0000035864L"
"Y0000035878L","1-RET",1,"RET","Y0000035878L"
"Y0000035880L","0.439393939393939-ENG",0.439393939393939,"ENG","Y0000035880L"
"Y0000035883L","0.925-COM",0.925,"COM","Y0000035883L"
"Y0000035885L","0.172138123898109-TEC",0.172138123898109,"TEC","Y0000035885L"
"Y0000035891L","0.371646381522919-HCR",0.371646381522919,"HCR","Y0000035891L"
"Y0000035894L","1-FOR",1,"FOR","Y0000035894L"
"Y0000035899L","0.761549925484352-BUD",0.761549925484352,"BUD","Y0000035899L"
"Y0000035900L","0.875-HCR",0.875,"HCR","Y0000035900L"
"Y0000035910L","1-INS",1,"INS","Y0000035910L"
"Y0000035913L","NaN-WEL",NA,"WEL","Y0000035913L"
"Y0000035916L","NaN-WEL",NA,"WEL","Y0000035916L"
"Y0000035920L","0.142857142857143-TRD",0.142857142857143,"TRD","Y0000035920L"
"Y0000035926L","0.319444444444444-MMM",0.319444444444444,"MMM","Y0000035926L"
"Y0000035928L","0.433333333333333-BUD",0.433333333333333,"BUD","Y0000035928L"
"Y0000035931L","NaN-WEL",NA,"WEL","Y0000035931L"
"Y0000035935L","0.434523809523809-DEF",0.434523809523809,"DEF","Y0000035935L"
"Y0000035940L","1-SMB",1,"SMB","Y0000035940L"
"Y0000035941L","0.113908223820768-TRD",0.113908223820768,"TRD","Y0000035941L"
"Y0000035944L","1-LAW",1,"LAW","Y0000035944L"
"Y0000035956L","0.333333333333333-RES",0.333333333333333,"RES","Y0000035956L"
"Y0000035958L","0.369791666666667-HCR",0.369791666666667,"HCR","Y0000035958L"
"Y0000035959L","NaN-WEL",NA,"WEL","Y0000035959L"
"Y0000035960L","1-MIA",1,"MIA","Y0000035960L"
"Y0000035964L","0.397459165154265-TRA",0.397459165154265,"TRA","Y0000035964L"
"Y0000035969L","0.101336898395722-TOR",0.101336898395722,"TOR","Y0000035969L"
"Y0000035974L","0.134357363123291-CSP",0.134357363123291,"CSP","Y0000035974L"
"Y0000035980L","0.0256253363306848-TRU",0.0256253363306848,"TRU","Y0000035980L"
"Y0000035981L","0.111111111111111-TAX",0.111111111111111,"TAX","Y0000035981L"
"Y0000035983L","0.25-TAX",0.25,"TAX","Y0000035983L"
"Y0000035984L","0.238461538461538-FOO",0.238461538461538,"FOO","Y0000035984L"
"Y0000035985L","0.122933884297521-GOV",0.122933884297521,"GOV","Y0000035985L"
"Y0000035986L","0.451119775498568-EDU",0.451119775498568,"EDU","Y0000035986L"
"Y0000035987L","0.583333333333333-HCR",0.583333333333333,"HCR","Y0000035987L"
"Y0000035989L","0.222222222222222-TAX",0.222222222222222,"TAX","Y0000035989L"
"Y0000035990L","NaN-WEL",NA,"WEL","Y0000035990L"
"Y0000035991L","0.25-TAX",0.25,"TAX","Y0000035991L"
"Y0000035997L","0.166666666666667-TRA",0.166666666666667,"TRA","Y0000035997L"
"Y0000035999L","1-HCR",1,"HCR","Y0000035999L"
"Y0000036004L","0.434210526315789-TRA",0.434210526315789,"TRA","Y0000036004L"
"Y0000036009L","0.833333333333333-TRA",0.833333333333333,"TRA","Y0000036009L"
"Y0000036026L","0.0746099012123933-LBR",0.0746099012123933,"LBR","Y0000036026L"
"Y0000036028L","0.142857142857143-TRF",0.142857142857143,"TRF","Y0000036028L"
"Y0000036030L","0.5-FOR",0.5,"FOR","Y0000036030L"
"Y0000036034L","0.395836589323665-BUD",0.395836589323665,"BUD","Y0000036034L"
"Y0000036044L","0.0769230769230769-WAS",0.0769230769230769,"WAS","Y0000036044L"
"Y0000036047L","0.666666666666667-MMM",0.666666666666667,"MMM","Y0000036047L"
"Y0000036051L","0.139800504036755-TAX",0.139800504036755,"TAX","Y0000036051L"
"Y0000036053L","0.2-TRA",0.2,"TRA","Y0000036053L"
"Y0000036054L","0.616805332602482-BUD",0.616805332602482,"BUD","Y0000036054L"
"Y0000036060L","0.2375-MMM",0.2375,"MMM","Y0000036060L"
"Y0000036072L","1-DEF",1,"DEF","Y0000036072L"
"Y0000036079L","0.736608421655686-BUD",0.736608421655686,"BUD","Y0000036079L"
"Y0000036080L","1-ENG",1,"ENG","Y0000036080L"
"Y0000036086L","0.114755963557257-TRD",0.114755963557257,"TRD","Y0000036086L"
"Y0000036088L","1-GAM",1,"GAM","Y0000036088L"
"Y0000036092L","NaN-WEL",NA,"WEL","Y0000036092L"
"Y0000036094L","0.206765772330408-TRD",0.206765772330408,"TRD","Y0000036094L"
"Y0000036095L","1-TEC",1,"TEC","Y0000036095L"
"Y0000036096L","1-UTI",1,"UTI","Y0000036096L"
"Y0000036100L","0.216851660450276-RET",0.216851660450276,"RET","Y0000036100L"
"Y0000036102L","1-CSP",1,"CSP","Y0000036102L"
"Y0000036110L","0.0496150355436945-VET",0.0496150355436945,"VET","Y0000036110L"
"Y0000036112L","1-DEF",1,"DEF","Y0000036112L"
"Y0000036121L","0.39957264957265-HCR",0.39957264957265,"HCR","Y0000036121L"
"Y0000036156L","0.294117647058824-ENV",0.294117647058824,"ENV","Y0000036156L"
"Y0000036157L","0.273049645390071-LAW",0.273049645390071,"LAW","Y0000036157L"
"Y0000036165L","0.454545454545455-DEF",0.454545454545455,"DEF","Y0000036165L"
"Y0000036167L","1-HOU",1,"HOU","Y0000036167L"
"Y0000036168L","0.677142857142857-MAR",0.677142857142857,"MAR","Y0000036168L"
"Y0000036174L","0.422680412371134-TRA",0.422680412371134,"TRA","Y0000036174L"
"Y0000036174M","0.19-BUD",0.19,"BUD","Y0000036174M"
"Y0000036178L","0.23459702330806-TRA",0.23459702330806,"TRA","Y0000036178L"
"Y0000036179L","0.25-MMM",0.25,"MMM","Y0000036179L"
"Y0000036182L","0.694949068791894-HCR",0.694949068791894,"HCR","Y0000036182L"
"Y0000036186L","0.996525085572723-BUD",0.996525085572723,"BUD","Y0000036186L"
"Y0000036198L","NaN-WEL",NA,"WEL","Y0000036198L"
"Y0000036201L","0.130872483221477-TRD",0.130872483221477,"TRD","Y0000036201L"
"Y0000036204L","0.442935054538177-BUD",0.442935054538177,"BUD","Y0000036204L"
"Y0000036205L","0.156761746515277-ENG",0.156761746515277,"ENG","Y0000036205L"
"Y0000036206L","0.221113705511922-HCR",0.221113705511922,"HCR","Y0000036206L"
"Y0000036210L","0.108530628607767-TRD",0.108530628607767,"TRD","Y0000036210L"
"Y0000036222L","0.150706956069419-TRA",0.150706956069419,"TRA","Y0000036222L"
"Y0000036225L","0.142857142857143-TRD",0.142857142857143,"TRD","Y0000036225L"
"Y0000036229L","0.333333333333333-IMM",0.333333333333333,"IMM","Y0000036229L"
"Y0000036230L","0.108530628607767-TRD",0.108530628607767,"TRD","Y0000036230L"
"Y0000036234L","0.0586883194312823-TRA",0.0586883194312823,"TRA","Y0000036234L"
"Y0000036239L","1-BUD",1,"BUD","Y0000036239L"
"Y0000036240L","0.2-TRD",0.2,"TRD","Y0000036240L"
"Y0000036241L","0.5-TAX",0.5,"TAX","Y0000036241L"
"Y0000036250L","0.0769230769230769-TRF",0.0769230769230769,"TRF","Y0000036250L"
"Y0000036258L","0.75-ANI",0.75,"ANI","Y0000036258L"
"Y0000036262L","1-MMM",1,"MMM","Y0000036262L"
"Y0000036266L","0.151812335726233-HCR",0.151812335726233,"HCR","Y0000036266L"
"Y0000036267L","NaN-WEL",NA,"WEL","Y0000036267L"
"Y0000036277L","0.738947368421053-FIN",0.738947368421053,"FIN","Y0000036277L"
"Y0000036283L","0.263478260869565-INS",0.263478260869565,"INS","Y0000036283L"
"Y0000036288L","0.208333333333333-CIV",0.208333333333333,"CIV","Y0000036288L"
"Y0000036290L","0.238308457711443-TAX",0.238308457711443,"TAX","Y0000036290L"
"Y0000036293L","0.941176470588235-RES",0.941176470588235,"RES","Y0000036293L"
"Y0000036295L","0.355066599246412-HCR",0.355066599246412,"HCR","Y0000036295L"
"Y0000036299L","0.166666666666667-IMM",0.166666666666667,"IMM","Y0000036299L"
"Y0000036301L","0.129096459096459-UTI",0.129096459096459,"UTI","Y0000036301L"
"Y0000036302L","0.166666666666667-HOM",0.166666666666667,"HOM","Y0000036302L"
"Y0000036304L","0.194540383996568-TAX",0.194540383996568,"TAX","Y0000036304L"
"Y0000036307L","0.820880019199328-TEC",0.820880019199328,"TEC","Y0000036307L"
"Y0000036308L","0.101350729132319-TRF",0.101350729132319,"TRF","Y0000036308L"
"Y0000036320L","0.0794413919413919-TRD",0.0794413919413919,"TRD","Y0000036320L"
"Y0000036321L","0.25-TRD",0.25,"TRD","Y0000036321L"
"Y0000036322L","NaN-WEL",NA,"WEL","Y0000036322L"
"Y0000036324L","1-DEF",1,"DEF","Y0000036324L"
